id,Model,Version release date,Link,Notes,Hugging Face developer id,Display name,Knowledge cutoff date,Description,Official release,Unique display name,ML Models,ML Models 2,ML Models 3,Model publication date,API prices,API Prices (new),Model aggregation,Model aggregation date,ML Models copy,ML Models copy
gpt-5.2-pro-2025-12-11_xhigh,GPT-5.2 Pro,2025-12-11,,,,GPT-5.2 Pro,,,,GPT-5.2 Pro (xhigh),,,,2025-12-11,,"""gpt-5.2-pro-2025-12-11_high, gpt-5.2-pro-2025-12-11_xhigh_2026-03-05_OpenAI""",,,,GPT-5.2 Pro
gpt-5.4-2026-03-05_low,GPT-5.4,2026-03-05,,,,GPT-5.4 (low),,,,GPT-5.4 (low),,,,2026-03-05,,,,,,GPT-5.4
gpt-5.4-2026-03-05_medium,GPT-5.4,2026-03-05,,,,GPT-5.4 (medium),,,,GPT-5.4 (medium),,,,2026-03-05,,,,,,GPT-5.4
gpt-5.4-2026-03-05_none,GPT-5.4,2026-03-05,,,,GPT-5.4 (none),,,,GPT-5.4 (none),,,,2026-03-05,,,,,,GPT-5.4
claude-strudel-v4-p,Claude Sonnet 4,2025-05-22,,,,,,,,,,,,2025-05-22,,,claude-strudel-v4-p,,,Claude Sonnet 4
claude-strudel-v4-p_max,Claude Sonnet 4,2025-05-22,,,,,,,,,,,,2025-05-22,,,claude-strudel-v4-p_max,,,Claude Sonnet 4
,,,,,,,,,,,,,,,,,,,,
claude-strudel-v4-p_high,Claude Sonnet 4,2025-05-22,,,,,,,,,,,,2025-05-22,,,claude-strudel-v4-p_high,,,Claude Sonnet 4
claude-opus-4-6_high,Claude Opus 4.6,2026-02-05,,,,Claude Opus 4.6 (high),,,,Claude Opus 4.6 (high),,,,2026-02-05,,,,,,
qwen3.5-plus,Qwen 3.5 Plus (hosted 397B-A17B),2026-02-16,,,,Qwen3.5 Plus,,,,Qwen3.5 Plus (thinking),,,,2026-02-16,,,,,,
qwen3.5-flash,Qwen 3.5 Flash (hosted 35B-A3B),2026-02-25,,,,Qwen3.5 Flash,,,,Qwen3.5 Flash (thinking),,,,2026-02-25,,,,,,
claude-strudel-v8-p_max,Claude Sonnet 4,2025-05-22,,,,,,,,,,,,2025-05-22,,,,,,
claude-strudel-v8-p,Claude Sonnet 4,2025-05-22,,,,,,,,,,,,2025-05-22,,,,,,
alpine-alpha_high,ChatGPT Latest,2025-08-07,,,,,,,,,,,,2025-08-07,,,,,,
alpine-alpha_xhigh,ChatGPT Latest,2025-08-07,,,,,,,,,,,,2025-08-07,,,,,,
gemma-4-31b-it,Gemma 4 31B IT,2026-04-02,,,,Gemma 4 31B IT,,,,Gemma 4 31B IT,,,,2026-04-02,,,,,,
test,test,,,,,,,,,,,,,,,,,,,
gemini-1.5-pro-001,Gemini 1.5 Pro,2024-05-14,https://ai.google.dev/gemini-api/docs/models/gemini#gemini-1.5-pro,"Gemini 1.5 Pro is a mid-size multimodal model that is optimized for a wide-range of reasoning tasks. 1.5 Pro can process large amounts of data at once, including 2 hours of video, 19 hours of audio, codebases with 60,000 lines of code, or 2,000 pages of text.
Knowledge cutoff date is November 1, 2023, according to https://developer.box.com/guides/box-ai/ai-models/google-gemini-1-5-pro-001-model-card/.",,,2023-11-01,"The first of two versions of a previous flagship model from Google DeepMind, Gemini 1.5 Pro.",,,,,,2024-02-15,,,Gemini 1.5 Pro (May 2024),2024-05-14,,Gemini 1.5 Pro
test2,,,,,,,,,,,,,,,,,,,,
test3,,,,,,,,,,,,,,,,,,,,
muse-spark,Muse Spark,2026-04-08,,,,Muse Spark,,,,Muse Spark,,,,2026-04-08,,,,,,
test4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
gpt-5.4-nano-2026-03-17_high,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (high),,,,GPT-5.4 nano (high),,,,2026-03-17,,,,,,
gpt-5.4-mini-2026-03-17_high,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (high),,,,GPT-5.4 mini (high),,,,2026-03-17,,,,,,
claude-opus-4-7_xhigh,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (xhigh),,,,Claude Opus 4.7 (xhigh),,,,2026-04-16,,,,,,
claude-opus-4-7_high,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (high),,,,Claude Opus 4.7 (high),,,,2026-04-16,,,,,,
claude-opus-4-7_max,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (max),,,,Claude Opus 4.7 (max),,,,2026-04-16,,,,,,
claude-opus-4-7_unknown,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (unknown),,,,Claude Opus 4.7 (unknown settings),,,,2026-04-16,,,,,,
gpt-5.5-pre-release_xhigh,GPT-5.5,2026-04-23,,,,GPT-5.5 (xhigh),,,,,,,,2026-04-23,,,,,,
gpt-5.5-pro-pre-release_high,GPT-5.5 Pro,2026-04-23,,,,GPT-5.5 Pro (high),,,,,,,,2026-04-23,,,,,,
gpt-5.5-pro-pre-release_xhigh,GPT-5.5 Pro,2026-04-23,,,,GPT-5.5 Pro (xhigh),,,,,,,,2026-04-23,,,,,,
gpt-5.5_xhigh,GPT-5.5,2026-04-23,,,,GPT-5.5 (xhigh),,,,,,,,2026-04-23,,,,,,
gpt-5.5_unknown,GPT-5.5,2026-04-23,,,,GPT-5.5 (unknown thinking),,,,,,,,2026-04-23,,,,,,
gpt-5.4-2026-03-05_unknown,GPT-5.4,2026-03-05,,,,GPT-5.4,,,,GPT-5.4 (none),,,,2026-03-05,,,,,,GPT-5.4
gpt-5.5_high,GPT-5.5,2026-04-23,,,,GPT-5.5 (high),,,,,,,,2026-04-23,,,,,,
gpt-5.5_medium,GPT-5.5,2026-04-23,,,,GPT-5.5 (medium),,,,,,,,2026-04-23,,,,,,
gpt-5.5_low,GPT-5.5,2026-04-23,,,,GPT-5.5 (low),,,,,,,,2026-04-23,,,,,,
gpt-5.5-pro_high,GPT-5.5 Pro,2026-04-23,,,,GPT-5.5 Pro (high),,,,,,,,2026-04-23,,,,,,
gpt-5.5-pro_xhigh,GPT-5.5 Pro,2026-04-23,,,,GPT-5.5 Pro (xhigh),,,,,,,,2026-04-23,,,,,,
gpt-5.5-pro_unknown,GPT-5.5 Pro,2026-04-23,,,,GPT-5.5 Pro (unknown thinking),,,,,,,,2026-04-23,,,,,,
claude-opus-4-6_medium,Claude Opus 4.6,2026-02-05,,,,Claude Opus 4.6 (medium),,,,Claude Opus 4.6 (medium),,,,2026-02-05,,,,,,
deepseek-v4-pro_high,DeepSeek-V4-Pro,2026-04-24,,,,DeepSeek v4 Pro (high),,,,DeepSeek v4 (high),,,,2026-04-24,,,,,,
deepseek-v4-pro_max,DeepSeek-V4-Pro,2026-04-24,,,,DeepSeek v4 Pro (max),,,,DeepSeek v4 (max),,,,2026-04-24,,,,,,
kimi-k2.6,Kimi K2.6,2026-04-20,,,,Kimi K2.6,,,,,,,,2026-04-20,,,,,,
deepseek-v4-pro_unknown,DeepSeek-V4-Pro,2026-04-24,,,,DeepSeek v4 Pro (unknown thinking),,,,DeepSeek v4 (unknown thinking),,,,2026-04-24,,,,,,
deepseek-v4-flash_max,DeepSeek-V4-Flash,2026-04-24,,,,DeepSeek v4 Flash (max),,,,DeepSeek v4 (max),,,,2026-04-24,,,,,,
deepseek-v4-flash_high,DeepSeek-V4-Flash,2026-04-24,,,,DeepSeek v4 Flash (high),,,,DeepSeek v4 (high),,,,2026-04-24,,,,,,
glm-5.1,GLM-5.1,2026-04-07,,,,GLM-5.1,,,,,,,,2026-04-07,,,,,,
grok-4-20,Grok 4.20,2026-02-17,,,,,,,,,,,,2026-02-17,,,,,,
claude-opus-4-7,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (no thinking),,,,Claude Opus 4.7 (no thinking),,,,2026-04-16,,,,,,
gpt-5.5_none,GPT-5.5,2026-04-23,,,,GPT-5.5 (no thinking),,,,,,,,2026-04-23,,,,,,
grok-4-3,Grok 4.3 Beta,2026-04-17,,,,,,,,,,,,2026-04-17,,,,,,
gpt-5.4-nano-2026-03-17_none,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (no thinking),,,,GPT-5.4 nano (no thinking),,,,2026-03-17,,,,,,
gpt-5.4-mini-2026-03-17_none,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (none),,,,GPT-5.4 mini (none),,,,2026-03-17,,,,,,
MiniMax-M2.7,MiniMax-M2.7,2026-03-18,,,,,,,,,,,,2026-03-18,,,,,,
,,,,,,,,,,,,,,,,,,,,
qwen3.6-35b-a3b,Qwen 3.6 35B-A3B,2026-04-14,,,,Qwen3.6 35B-A3B,,,,Qwen3.6 35B-A3B (thinking),,,,2026-04-14,,,,,,
gpt-5.4-mini-2026-03-17_xhigh,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (xhigh),,,,GPT-5.4 mini (xhigh),,,,2026-03-17,,,,,,
gpt-5.4-mini-2026-03-17_medium,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (medium),,,,GPT-5.4 mini (medium),,,,2026-03-17,,,,,,
gpt-5.4-mini-2026-03-17_low,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (low),,,,GPT-5.4 mini (low),,,,2026-03-17,,,,,,
gpt-5.4-nano-2026-03-17_xhigh,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (xhigh),,,,GPT-5.4 nano (xhigh),,,,2026-03-17,,,,,,
gpt-5.4-nano-2026-03-17_medium,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (medium),,,,GPT-5.4 nano (medium),,,,2026-03-17,,,,,,
gpt-5.4-nano-2026-03-17_low,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (low),,,,GPT-5.4 nano (low),,,,2026-03-17,,,,,,
claude-opus-4-7_low,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (low),,,,Claude Opus 4.7 (low),,,,2026-04-16,,,,,,
/HFEndpoint/Llama 2-70B,Llama 2-70B,2023-07-18,https://huggingface.co/NousResearch/Llama-2-70b-hf,,,,,,,,,,,2023-07-18,,,,,,
gdm-ai-co-mathematician,AI Co-Mathematician,2026-05-08,,,,AI co-mathematician,,,,,,,,2026-05-08,,,,,,
qwen3.6-flash,Qwen 3.6 Flash,2026-04-27,,,,Qwen 3.6 Flash (2026-04-16),,,,Qwen3.6 Flash (thinking),,,,2026-04-26,,,,,,
qwen3.6-plus,Qwen 3.6 Plus,2026-03-31,,,,Qwen 3.6 Plus (2026-04-02),,,,Qwen3.6 Plus (thinking),,,,2026-04-01,,,,,,
qwen3.6-max-preview,Qwen 3.6 Max (Preview),2026-04-20,,,,Qwen 3.6 Max (Preview),,,,Qwen3.6 Max Preview (thinking),,,,2026-04-20,,,,,,
gemini-3.5-flash_high,Gemini 3.5 Flash,2026-05-19,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,,,Gemini 3.5 Flash,,,,Gemini 3.5 Flash (high),,,,2026-05-19,,,,,,
claude-sonnet-4-6_unknown,Claude Sonnet 4.6,2026-02-17,,,,Claude Sonnet 4.6 (unknown thinking),,,,Claude Sonnet 4.6 (unknown thinking),,,,2026-02-17,,"""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Anthropic"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Google"",""claude-sonnet-4-6_high, claude-sonnet-4-6_medium, claude-sonnet-4-6_unknown, claude-sonnet-4-6_low_2026-03-05_Amazon Bedrock""",,,,Claude Sonnet 4.6
qwen3.7-max,Qwen3.7-Max,2026-05-19,,,,Qwen3.7 Max,,,,,,,,2026-05-19,,,,,,
gemini-3.5-flash_unknown,Gemini 3.5 Flash,2026-05-19,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,,,Gemini 3.5 Flash,,,,Gemini 3.5 Flash (unknown thinking),,,,2026-05-19,,,,,,
kimi-k2.5_none,Kimi K2.5,2026-01-27,,,,Kimi K2.5 (instant),,,,,,,,2026-02-02,,"""kimi-k2.5, kimi-k2.5_none_2026-03-05_Chutes"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_DeepInfra"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_SiliconFlow"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Inceptron"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Nebius"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_AtlasCloud"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Together"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Novita"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Parasail"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Phala"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Moonshot AI"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Fireworks"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_BaseTen"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_Venice"",""kimi-k2.5, kimi-k2.5_none_2026-03-05_NextBit""",,,,Kimi K2.5
gemini-3.5-flash_minimal,Gemini 3.5 Flash,2026-05-19,https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-5/,,,Gemini 3.5 Flash,,,,Gemini 3.5 Flash (minimal),,,,2026-05-19,,,,,,
claude-opus-4-8_unknown,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (unknown thinking),,,,2026-05-28,,,,,,
claude-opus-4-8_xhigh,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (xhigh),,,,2026-05-28,,,,,,
claude-opus-4-8_medium,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (medium),,,,2026-05-28,,,,,,
claude-opus-4-8_none,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (no thinking),,,,2026-05-28,,,,,,
nemotron-3-ultra,Nemotron 3 Ultra,2026-06-04,,,,,,,,,,,,2026-06-04,,,,,,
claude-mythos-preview-early,Claude Mythos 5,2026-04-07,,,,Claude Mythos Preview (Early),,,,,,,,2026-06-09,,,,,,
MiniMax-M3,MiniMax-M3,2026-06-01,,,,,,,,,,,,2026-06-01,,,,,,
claude-opus-4-8_low,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (low),,,,2026-05-28,,,,,,
claude-opus-4-8_max,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (max),,,,2026-05-28,,,,,,
deepseek-v4-flash_none,DeepSeek-V4-Flash,2026-04-24,,,,DeepSeek v4 Flash (high),,,,DeepSeek v4 (no thinking),,,,2026-04-24,,,,,,
deepseek-v4-pro_none,DeepSeek-V4-Pro,2026-04-24,,,,DeepSeek v4 Pro (unknown thinking),,,,DeepSeek v4 (no thinking),,,,2026-04-24,,,,,,
gpt-5-pro-2025-10-06_medium,GPT-5 Pro,2025-10-07,https://platform.openai.com/docs/models/gpt-5-pro,,,GPT-5 Pro,,,,GPT-5 Pro (medium),,,,2025-10-07,,"""gpt-5-pro-2025-10-06_high, gpt-5-pro-2025-10-06_medium_2026-03-05_OpenAI""",,,,GPT-5 Pro
claude-opus-4-8_high,Claude Opus 4.8,2026-05-28,,,,Claude Opus 4.8,,,,Claude Opus 4.8 (high),,,,2026-05-28,,,,,,
claude-opus-4-7_medium,Claude Opus 4.7,2026-04-16,,,,Claude Opus 4.7 (medium),,,,Claude Opus 4.7 (medium),,,,2026-04-16,,,,,,
claude-fable-5_max,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (max),,,,Claude Fable 5 (max),,,,2026-06-09,,,,,,
claude-fable-5_high,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (high),,,,Claude Fable 5 (high),,,,2026-06-09,,,,,,
claude-fable-5_xhigh,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (xhigh),,,,Claude Fable 5 (xhigh),,,,2026-06-09,,,,,,
kimi-k2.7-code,Kimi K2.7 Code,2026-06-12,,,,Kimi K2.7 Code,,,,,,,,2026-06-12,,,,,,
claude-fable-5_unknown,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (unknown),,,,Claude Fable 5 (unknown),,,,2026-06-09,,,,,,
claude-fable-5,Claude Fable 5,2026-06-09,,,,Claude Fable 5,,,,Claude Fable 5,,,,2026-06-09,,,,,,
grok-4.3_high,Grok 4.3 Beta,2026-04-17,,,,,,,,,,,,2026-04-17,,,,,,
qwen3.5-9B,Qwen3.5-9B,2026-02-24,,,,Qwen3.5 9B,,,,Qwen3.5 9B,,,,2026-02-24,,,,,,
glm-5.2_max,GLM-5.2,2026-06-16,,,,GLM-5.2,,,,GLM-5.2 (max),,,,2026-06-16,,,,,,
glm-5.2_unknown,GLM-5.2,2026-06-16,,,,GLM-5.2,,,,GLM-5.2 (unknown thinking),,,,2026-06-16,,,,,,
glm-5.2_high,GLM-5.2,2026-06-16,,,,GLM-5.2,,,,GLM-5.2 (high),,,,2026-06-16,,,,,,
glm-5.2_medium,GLM-5.2,2026-06-16,,,,GLM-5.2,,,,GLM-5.2 (medium),,,,2026-06-16,,,,,,
qwen3.5-27B,Qwen3.5-27B,2026-02-24,,,,Qwen3.5 27B,,,,Qwen3.5 27B,,,,2026-02-24,,,,,,
gemma-4-26b-a4b,Gemma 4 26B A4B,2026-04-02,,,,Gemma 4 26B A4B,,,,Gemma 4 26B-A4B IT (minimal),,,,2026-04-02,,,,,,
codestral-2508,Codestral,2025-07-30,https://mistral.ai/news/codestral-25-08/,,,,,A January 2025 version of a 2024 coding-optimized model from Mistral.,,,,,,2024-05-29,,"""codestral-2501, codestral-2508_2026-03-05_Mistral""",,,,Codestral
mercury-2,Mercury 2,,,,,Mercury 2,,,,,,,,2026-02-20,,,,,,
mimo-v2-flash,MiMo-V2-Flash,,,,,,,,,,,,,2025-12-16,,,,,,
mimo-v2-pro,MiMo-V2-Pro,,,,,,,,,,,,,2026-03-18,,,,,,
mimo-v2.5-pro,MiMo-V2.5-Pro,,,,,,,,,,,,,2026-04-23,,,,,,
mimo-v2.5,MiMo-V2.5,,,,,,,,,,,,,2026-04-23,,,,,,
gpt-5.4-nano-2026-03-17_unknown,GPT-5.4 Nano,2026-03-17,,,,GPT-5.4 nano (unknown thinking),,,,GPT-5.4 nano (unknown thinking),,,,2026-03-17,,,,,,
gpt-5.4-mini-2026-03-17_unknown,GPT-5.4 Mini,2026-03-17,,,,GPT-5.4 mini (unknown thinking),,,,GPT-5.4 mini (unknown thinking),,,,2026-03-17,,,,,,
,Grok 4.3 Beta,,,,,,,,,,,,,2026-04-17,,,,,,
claude-sonnet-5_max,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (max),,,,Claude Sonnet 5 (max),,,,2026-06-30,,,,,,
claude-sonnet-5_xhigh,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (xhigh),,,,Claude Sonnet 5 (xhigh),,,,2026-06-30,,,,,,
grok-4.5_high,Grok 4.5,2026-07-08,,,,Grok 4.5 (high),,,,Grok 4.5 (high),,,,2026-07-08,,,,,,
gpt-5.6-sol_max,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (max),,,,GPT-5.6 Sol (max),,,,2026-07-09,,,,,,
gpt-5.6-terra_max,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (max),,,,GPT-5.6 Terra (max),,,,2026-07-09,,,,,,
gpt-5.6-luna_max,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (max),,,,GPT-5.6 Luna (max),,,,2026-07-09,,,,,,
,,,,,,,,,,,,,,,,,,,,
gpt-5.6-sol_promax,GPT-5.6 Sol,2026-07-09,,,,"GPT-5.6 Sol (pro, max)",,,,"GPT-5.6 Sol (pro, max)",,,,2026-07-09,,,,,,
,,,,,,,,,,,,,,,,,,,,
claude-sonnet-5_unknown,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (unknown thinking),,,,Claude Sonnet 5 (unknown thinking),,,,2026-06-30,,,,,,
gpt-5.6-sol_high,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (high),,,,GPT-5.6 Sol (high),,,,2026-07-09,,,,,,
claude-sonnet-5_high,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (high),,,,Claude Sonnet 5 (high),,,,2026-06-30,,,,,,
glm-5.2_none,GLM-5.2,2026-06-16,,,,GLM-5.2,,,,GLM-5.2 (no thinking),,,,2026-06-16,,,,,,
gpt-5.6-sol_low,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (low),,,,GPT-5.6 Sol (low),,,,2026-07-09,,,,,,
gpt-5.6-sol_medium,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (medium),,,,GPT-5.6 Sol (medium),,,,2026-07-09,,,,,,
gpt-5.6-sol_xhigh,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (xhigh),,,,GPT-5.6 Sol (xhigh),,,,2026-07-09,,,,,,
gpt-5.6-terra_low,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (low),,,,GPT-5.6 Terra (low),,,,2026-07-09,,,,,,
gpt-5.6-terra_medium,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (medium),,,,GPT-5.6 Terra (medium),,,,2026-07-09,,,,,,
gpt-5.6-terra_high,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (high),,,,GPT-5.6 Terra (high),,,,2026-07-09,,,,,,
gpt-5.6-terra_xhigh,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (xhigh),,,,GPT-5.6 Terra (xhigh),,,,2026-07-09,,,,,,
gpt-5.6-luna_low,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (low),,,,GPT-5.6 Luna (low),,,,2026-07-09,,,,,,
gpt-5.6-luna_medium,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (medium),,,,GPT-5.6 Luna (medium),,,,2026-07-09,,,,,,
gpt-5.6-luna_high,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (high),,,,GPT-5.6 Luna (high),,,,2026-07-09,,,,,,
gpt-5.6-luna_xhigh,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (xhigh),,,,GPT-5.6 Luna (xhigh),,,,2026-07-09,,,,,,
grok-4.5_unknown,Grok 4.5,2026-07-08,,,,Grok 4.5 (unknown thinking),,,,Grok 4.5 (unknown thinking),,,,2026-07-08,,,,,,
gpt-5.6-sol_prounknown,GPT-5.6 Sol,2026-07-09,,,,"GPT-5.6 Sol (pro, unknown thinking)",,,,"GPT-5.6 Sol (pro, unknown thinking)",,,,2026-07-09,,,,,,
gpt-5.6-sol_unknown,GPT-5.6 Sol,2026-07-09,,,,GPT-5.6 Sol (unknown thinking),,,,GPT-5.6 Sol (unknown thinking),,,,2026-07-09,,,,,,
gpt-5.6-terra_unknown,GPT-5.6 Terra,2026-07-09,,,,GPT-5.6 Terra (unknown thinking),,,,GPT-5.6 Terra (unknown thinking),,,,2026-07-09,,,,,,
gpt-5.6-luna_unknown,GPT-5.6 Luna,2026-07-09,,,,GPT-5.6 Luna (unknown thinking),,,,GPT-5.6 Luna (unknown thinking),,,,2026-07-09,,,,,,
grok-4.20-0309-reasoning,Grok 4.20,2026-02-17,,,,,,,,,,,,2026-02-17,,,,,,
muse-spark-1.1,Muse Spark 1.1,2026-07-09,,,,Muse Spark 1.1,,,,Muse Spark 1.1,,,,2026-07-09,,,,,,
kimi-k3_max,Kimi K3,2026-07-16,,,,Kimi K3 (max),,,,Kimi K3 (Max),,,,2026-07-16,,,,,,
claude-fable-5_low,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (low),,,,Claude Fable 5 (low),,,,2026-06-09,,,,,,
claude-fable-5_medium,Claude Fable 5,2026-06-09,,,,Claude Fable 5 (medium),,,,Claude Fable 5 (medium),,,,2026-06-09,,,,,,
claude-opus-5_max,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (max),,,,Claude Opus 5 (max),,,,2026-07-24,,,,,,
Composer 2.5,Composer 2.5,2026-05-18,,,,Composer 2.5,,,,,,,,2026-05-18,,,,,,
kimi-k3_unknown,Kimi K3,2026-07-16,,,,Kimi K3 (unknown),,,,Kimi K3 (Unknown),,,,2026-07-16,,,,,,
claude-opus-5_unknown,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (unknown),,,,Claude Opus 5 (unknown),,,,2026-07-24,,,,,,
claude-opus-5_high,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (high),,,,Claude Opus 5 (high),,,,2026-07-24,,,,,,
claude-opus-5_low,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (low),,,,Claude Opus 5 (low),,,,2026-07-24,,,,,,
claude-opus-5_medium,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (medium),,,,Claude Opus 5 (medium),,,,2026-07-24,,,,,,
claude-opus-5_xhigh,Claude Opus 5,2026-07-24,,,,Claude Opus 5 (xhigh),,,,Claude Opus 5 (xhigh),,,,2026-07-24,,,,,,
claude-opus-5,Claude Opus 5,2026-07-24,,,,Claude Opus 5,,,,Claude Opus 5,,,,2026-07-24,,,,,,
claude-sonnet-5_low,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (low),,,,Claude Sonnet 5 (low),,,,2026-06-30,,,,,,
claude-sonnet-5_medium,Claude Sonnet 5,2026-06-30,,,,Claude Sonnet 5 (medium),,,,Claude Sonnet 5 (medium),,,,2026-06-30,,,,,,
gemini-3.5-flash_medium,Gemini 3.5 Flash,2026-05-19,,,,Gemini 3.5 Flash,,,,Gemini 3.5 Flash (medium),,,,2026-05-19,,,,,,
grok-4.5_medium,Grok 4.5,2026-07-08,,,,Grok 4.5 (medium),,,,Grok 4.5 (medium),,,,2026-07-08,,,,,,
gemini-3.6-flash_high,Gemini 3.6 Flash,2026-07-21,,,,Gemini 3.6 Flash,,,,Gemini 3.6 Flash (high),,,,2026-07-21,,,,,,
gemini-3.6-flash_unknown,Gemini 3.6 Flash,2026-07-21,,,,Gemini 3.6 Flash,,,,Gemini 3.6 Flash (unknown),,,,2026-07-21,,,,,,
gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,2026-07-21,,,,Gemini 3.5 Flash-Lite,,,,Gemini 3.5 Flash-Lite,,,,2026-07-21,,,,,,
gemini-3.5-flash-lite_high,Gemini 3.5 Flash-Lite,2026-07-21,,,,Gemini 3.5 Flash-Lite,,,,Gemini 3.5 Flash-Lite (high),,,,2026-07-21,,,,,,
mistral-large-2512,Mistral Large 3,2025-12-02,,,,Mistral Large 3,,,,Mistral Large 3,,,,2025-12-02,,,,,,
mistral-medium-2604,Mistral Medium 3.5,2026-04-28,,,,Mistral Medium 3.5,,,,Mistral Medium 3.5,,,,2026-04-29,,,,,,
mistral-small-2506,Mistral Small 3.2,2025-06-20,,,,Mistral Small 3.2,,,,Mistral Small 3.2,,,,2025-06-15,,,,,,
mistral-small-2603,Mistral Small 4,2026-03-16,,,,Mistral Small 4,,,,Mistral Small 4,,,,2026-03-16,,,,,,
magistral-medium-2509,Magistral Medium 1.2,2025-09-18,,,,Magistral Medium 1.2,,,,Magistral Medium 1.2,,,,2025-09-18,,,,,,
magistral-small-2509,Magistral Small 1.2,2025-09-18,,,,Magistral Small 1.2,,,,Magistral Small 1.2,,,,2025-09-18,,,,,,
